discipline_title,slug_game,city_host,country_host,continent_host,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code
Athletics,antwerp-1920,Antwerp,Belgium,Europe,discus throw men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/augustus-pope,Augustus POPE,United States of America,US,USA
Athletics,antwerp-1920,Antwerp,Belgium,Europe,400m hurdles men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/frank-loomis,Frank LOOMIS,United States of America,US,USA
Athletics,antwerp-1920,Antwerp,Belgium,Europe,400m hurdles men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/john-kelley-norton,John Kelley NORTON,United States of America,US,USA
Athletics,antwerp-1920,Antwerp,Belgium,Europe,400m hurdles men,Men,BRONZE,Athlete,,,Gus Desch,United States of America,US,USA
Athletics,antwerp-1920,Antwerp,Belgium,Europe,hammer throw men,Men,GOLD,Athlete,,,Paddy Ryan,United States of America,US,USA
Athletics,antwerp-1920,Antwerp,Belgium,Europe,hammer throw men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/carl-johan-lind,Carl Johan LIND,Sweden,SE,SWE
Athletics,antwerp-1920,Antwerp,Belgium,Europe,hammer throw men,Men,BRONZE,Athlete,,,Basil Bennett,United States of America,US,USA
Athletics,antwerp-1920,Antwerp,Belgium,Europe,javelin throw men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/jonni-myyra,Jonni MYYRÄ,Finland,FI,FIN
Athletics,antwerp-1920,Antwerp,Belgium,Europe,javelin throw men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/urho-pellervo-peltonen,Urho Pellervo PELTONEN,Finland,FI,FIN
Athletics,antwerp-1920,Antwerp,Belgium,Europe,javelin throw men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/paavo-johansson,Paavo JOHANSSON,Finland,FI,FIN
Athletics,antwerp-1920,Antwerp,Belgium,Europe,4x100m relay men,Men,GOLD,GameTeam,United States team,,,United States of America,US,USA
Athletics,antwerp-1920,Antwerp,Belgium,Europe,4x100m relay men,Men,SILVER,GameTeam,France team,,,France,FR,FRA
Athletics,antwerp-1920,Antwerp,Belgium,Europe,4x100m relay men,Men,BRONZE,GameTeam,Sweden team,,,Sweden,SE,SWE
Athletics,antwerp-1920,Antwerp,Belgium,Europe,5000m men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/joseph-guillemot,Joseph GUILLEMOT,France,FR,FRA
Athletics,antwerp-1920,Antwerp,Belgium,Europe,5000m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/paavo-nurmi,Paavo NURMI,Finland,FI,FIN
Athletics,antwerp-1920,Antwerp,Belgium,Europe,5000m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/erik-backman,Erik BACKMAN,Sweden,SE,SWE
Athletics,antwerp-1920,Antwerp,Belgium,Europe,triple jump men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/vilho-immanuel-tuulos,Vilho Immanuel TUULOS,Finland,FI,FIN
Athletics,antwerp-1920,Antwerp,Belgium,Europe,triple jump men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/folke-jansson,Folke JANSSON,Sweden,SE,SWE
Athletics,antwerp-1920,Antwerp,Belgium,Europe,triple jump men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/erik-almlof,Erik ALMLÖF,Sweden,SE,SWE
Athletics,antwerp-1920,Antwerp,Belgium,Europe,cross country team men,Men,GOLD,GameTeam,Finland team,,,Finland,FI,FIN
Athletics,antwerp-1920,Antwerp,Belgium,Europe,cross country team men,Men,SILVER,GameTeam,Great Britain team,,,Great Britain,GB,GBR
Athletics,antwerp-1920,Antwerp,Belgium,Europe,cross country team men,Men,BRONZE,GameTeam,Sweden team,,,Sweden,SE,SWE
Athletics,antwerp-1920,Antwerp,Belgium,Europe,200m men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/allen-woodring,Allen WOODRING,United States of America,US,USA
Athletics,antwerp-1920,Antwerp,Belgium,Europe,200m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/charles-paddock,Charles PADDOCK,United States of America,US,USA
Athletics,antwerp-1920,Antwerp,Belgium,Europe,200m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/harry-edward,Harry EDWARD,Great Britain,GB,GBR
Athletics,antwerp-1920,Antwerp,Belgium,Europe,800m men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/albert-hill,Albert HILL,Great Britain,GB,GBR
Athletics,antwerp-1920,Antwerp,Belgium,Europe,800m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/earl-eby,Earl EBY,United States of America,US,USA
Athletics,antwerp-1920,Antwerp,Belgium,Europe,800m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/bevil-gordon-d-urban-rudd,Bevil Gordon D'Urban RUDD,South Africa,ZA,RSA
Athletics,antwerp-1920,Antwerp,Belgium,Europe,400m men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/bevil-gordon-d-urban-rudd,Bevil Gordon D'Urban RUDD,South Africa,ZA,RSA
Athletics,antwerp-1920,Antwerp,Belgium,Europe,400m men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/guy-montagu-butler,Guy Montagu BUTLER,Great Britain,GB,GBR
Athletics,antwerp-1920,Antwerp,Belgium,Europe,400m men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/nils-engdahl,Nils ENGDAHL,Sweden,SE,SWE
Athletics,antwerp-1920,Antwerp,Belgium,Europe,marathon men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/hannes-kolehmainen,Hannes KOLEHMAINEN,Finland,FI,FIN
